AL, D1, 2010080106, 01, CARQ, -24,  86N,  332W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP04, 186, 238N,  575W,  51,  992, XX,  50, NEQ,  111,    0,    0,    0, 
AL, D1, 2010090800, 03, AP04, 192, 240N,  582W,  52,  992, XX,  34, NEQ,  190,  187,  153,  181, 
AL, D1, 2010090800, 03, AP04, 192, 240N,  582W,  52,  992, XX,  50, NEQ,  117,    0,    0,    0, 
AL, D1, 2010090800, 03, AP04, 198, 242N,  592W,  51,  989, XX,  34, NEQ,  234,  177,  156,  183, 
AL, D1, 2010090800, 03, AP04, 198, 242N,  592W,  51,  989, XX,  50, NEQ,  120,    0,    0,    0, 
AL, D1, 2010090800, 03, AP04, 204, 249N,  601W,  54,  989, XX,  34, NEQ,  234,  230,  119,  169, 
AL, D1, 2010090800, 03, AP04, 204, 249N,  601W,  54,  989, XX,  50, NEQ,  106,    0,    0,    0, 
AL, D1, 2010090800, 03, AP04, 210, 254N,  609W,  53,  987, XX,  34, NEQ,  233,  217,  143,  180, 
AL, D1, 2010090800, 03, AP04, 210, 254N,  609W,  53,  987, XX,  50, NEQ,  127,    0,    0,    0, 
AL, D1, 2010090800, 03, AP04, 216, 259N,  619W,  53,  988, XX,  34, NEQ,  232,  221,  128,  205, 
AL, D1, 2010090800, 03, AP04, 216, 259N,  619W,  53,  988, XX,  50, NEQ,  123,    0,    0,  128, 
AL, D1, 2010090800, 03, AP04, 222, 262N,  627W,  53,  986, XX,  34, NEQ,  227,  214,  143,  211, 
AL, D1, 2010090800, 03, AP04, 222, 262N,  627W,  53,  986, XX,  50, NEQ,  123,    0,    0,  127, 
AL, D1, 2010090800, 03, AP04, 228, 270N,  637W,  54,  987, XX,  34, NEQ,  260,  262,  139,  195, 
AL, D1, 2010090800, 03, AP04, 228, 270N,  637W,  54,  987, XX,  50, NEQ,  130,    0,    0,  101, 
AL, D1, 2010090800, 03, AP04, 234, 278N,  643W,  56,  985, XX,  34, NEQ,  245,  236,  156,  216, 
AL, D1, 2010090800, 03, AP04, 234, 278N,  643W,  56,  985, XX,  50, NEQ,  121,   90,    0,    0, 
AL, D1, 2010090800, 03, AP04, 240, 288N,  649W,  58,  984, XX,  34, NEQ,  246,  236,  165,  220, 
AL, D1, 2010090800, 03, AP04, 240, 288N,  649W,  58,  984, XX,  50, NEQ,  129,  115,    0,  106, 
AL, D1, 2010090800, 03, AP05,   0, 139N,  211W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,   6, 139N,  222W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,  12, 138N,  236W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,  18, 133N,  244W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,  24, 130N,  253W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,  30, 129N,  280W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,  36, 130N,  300W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,  42, 128N,  311W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,  48, 128N,  324W,  19, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,  54, 128N,  341W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,  60, 134N,  363W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,  66, 130N,  373W,  13, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP05,  72, 131N,  388W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP06,   0, 138N,  211W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP06,   6, 137N,  221W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP06,  12, 133N,  233W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP06,  18, 130N,  238W,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP06,  24, 126N,  247W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP06,  30, 122N,  246W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP06,  36, 116N,  256W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,   0, 139N,  210W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,   6, 138N,  221W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  12, 136N,  235W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  18, 132N,  244W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  24, 130N,  252W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  30, 130N,  260W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  36, 128N,  268W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  42, 129N,  279W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  48, 133N,  291W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  54, 133N,  299W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  60, 139N,  305W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  66, 146N,  315W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  72, 150N,  328W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  78, 155N,  349W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  84, 156N,  369W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  90, 156N,  382W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07,  96, 157N,  394W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 102, 157N,  403W,  14, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 108, 159N,  423W,  17, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 114, 165N,  439W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 120, 170N,  451W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 126, 172N,  466W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 132, 170N,  474W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 138, 171N,  482W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 144, 171N,  487W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 150, 168N,  498W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 156, 179N,  502W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 162, 180N,  512W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 168, 182N,  520W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 174, 191N,  532W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 180, 193N,  543W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 186, 192N,  549W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 192, 192N,  554W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 198, 195N,  563W,  26, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 204, 202N,  574W,  27, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 210, 209N,  582W,  28, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 216, 211N,  588W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 222, 216N,  594W,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 228, 220N,  600W,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 234, 229N,  605W,  28, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP07, 240, 234N,  608W,  29, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,   0, 137N,  210W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,   6, 132N,  218W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  12, 130N,  228W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  18, 127N,  233W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  24, 122N,  241W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  30, 121N,  249W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  36, 119N,  259W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  42, 121N,  267W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  48, 123N,  276W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  54, 134N,  282W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  60, 149N,  295W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  66, 155N,  314W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  72, 157N,  333W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  78, 158N,  348W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  84, 160N,  369W,  27, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  90, 160N,  386W,  27, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08,  96, 162N,  398W,  30, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 102, 167N,  414W,  28, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 108, 169N,  430W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 114, 175N,  443W,  26, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 120, 177N,  451W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 126, 177N,  461W,  26, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 132, 180N,  470W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 138, 185N,  477W,  32, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 144, 190N,  479W,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 150, 194N,  485W,  34, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 156, 199N,  492W,  37, 1002, XX,  34, NEQ,  141,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 162, 206N,  496W,  37, 1000, XX,  34, NEQ,  145,    0,    0,    0, 
AL, D1, 2010090800, 03, AP08, 168, 209N,  499W,  39, 1001, XX,  34, NEQ,  165,    0,    0,  128, 
AL, D1, 2010090800, 03, AP08, 174, 211N,  503W,  41,  998, XX,  34, NEQ,  176,  129,    0,  131, 
AL, D1, 2010090800, 03, AP08, 180, 218N,  509W,  42,  999, XX,  34, NEQ,  190,  171,    0,  145, 
AL, D1, 2010090800, 03, AP08, 186, 224N,  513W,  41,  997, XX,  34, NEQ,  176,  135,    0,    0, 
AL, D1, 2010090800, 03, AP08, 192, 229N,  515W,  48,  997, XX,  34, NEQ,  185,    0,    0,  150, 
AL, D1, 2010090800, 03, AP08, 198, 231N,  521W,  44,  994, XX,  34, NEQ,  206,  174,    0,  147, 
AL, D1, 2010090800, 03, AP08, 204, 239N,  527W,  42,  995, XX,  34, NEQ,  198,  161,    0,  127, 
AL, D1, 2010090800, 03, AP08, 210, 248N,  529W,  42,  993, XX,  34, NEQ,  177,  195,    0,  103, 
AL, D1, 2010090800, 03, AP08, 216, 258N,  528W,  46,  995, XX,  34, NEQ,  176,  167,    0,  133, 
AL, D1, 2010090800, 03, AP08, 222, 261N,  529W,  45,  992, XX,  34, NEQ,  223,  212,  113,  139, 
AL, D1, 2010090800, 03, AP08, 228, 272N,  533W,  47,  992, XX,  34, NEQ,  233,  190,    0,  134, 
AL, D1, 2010090800, 03, AP08, 234, 286N,  537W,  47,  991, XX,  34, NEQ,  215,  222,  121,  118, 
AL, D1, 2010090800, 03, AP08, 240, 293N,  534W,  50,  992, XX,  34, NEQ,  204,  181,  140,  151, 
AL, D1, 2010090800, 03, AP08, 240, 293N,  534W,  50,  992, XX,  50, NEQ,   86,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,   0, 139N,  211W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,   6, 139N,  221W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,  12, 135N,  233W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,  18, 131N,  241W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,  24, 128N,  254W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,  30, 127N,  262W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,  36, 121N,  270W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,  42, 120N,  289W,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,  48, 121N,  302W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,  54, 119N,  316W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,  60, 119N,  324W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,  66, 122N,  334W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP09,  72, 126N,  342W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,   0, 139N,  210W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,   6, 139N,  219W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  12, 137N,  228W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  18, 134N,  234W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  24, 132N,  244W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  30, 131N,  257W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  36, 130N,  270W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  42, 132N,  286W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  48, 134N,  298W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  54, 135N,  312W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  60, 134N,  327W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  66, 135N,  339W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  72, 135N,  349W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  78, 139N,  360W,  29, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  84, 139N,  373W,  30, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  90, 139N,  381W,  34, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10,  96, 140N,  389W,  32, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 102, 141N,  398W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 108, 148N,  406W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 114, 152N,  418W,  28, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 120, 157N,  427W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 126, 159N,  443W,  28, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 132, 160N,  460W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 138, 161N,  469W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 144, 166N,  478W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 150, 169N,  489W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 156, 171N,  501W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 162, 178N,  511W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 168, 176N,  520W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 174, 177N,  532W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 180, 178N,  541W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 186, 179N,  550W,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 192, 178N,  557W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 198, 173N,  565W,  29, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 204, 170N,  574W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 210, 171N,  585W,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 216, 168N,  593W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 222, 167N,  600W,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 228, 167N,  610W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 234, 168N,  621W,  21, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP10, 240, 162N,  628W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,   0, 135N,  213W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,   6, 134N,  225W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  12, 132N,  238W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  18, 130N,  249W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  24, 131N,  262W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  30, 129N,  275W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  36, 128N,  289W,  26, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  42, 129N,  302W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  48, 129N,  321W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  54, 127N,  337W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  60, 129N,  353W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  66, 126N,  364W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  72, 128N,  374W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  78, 129N,  381W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  84, 131N,  390W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  90, 139N,  392W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11,  96, 141N,  397W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11, 102, 151N,  405W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11, 108, 157N,  426W,  31, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11, 114, 158N,  434W,  31, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11, 120, 160N,  440W,  35, 1003, XX,  34, NEQ,    0,   90,    0,    0, 
AL, D1, 2010090800, 03, AP11, 126, 167N,  452W,  41,  999, XX,  34, NEQ,  133,    0,    0,   95, 
AL, D1, 2010090800, 03, AP11, 132, 169N,  465W,  40, 1000, XX,  34, NEQ,  157,  111,    0,  133, 
AL, D1, 2010090800, 03, AP11, 138, 173N,  475W,  42,  998, XX,  34, NEQ,  172,  104,    0,  166, 
AL, D1, 2010090800, 03, AP11, 144, 180N,  485W,  44, 1000, XX,  34, NEQ,  162,  112,    0,  132, 
AL, D1, 2010090800, 03, AP11, 150, 187N,  495W,  45,  997, XX,  34, NEQ,  159,  149,    0,  161, 
AL, D1, 2010090800, 03, AP11, 156, 190N,  504W,  46,  999, XX,  34, NEQ,  183,  116,    0,  154, 
AL, D1, 2010090800, 03, AP11, 162, 197N,  513W,  49,  996, XX,  34, NEQ,  165,  152,    0,  145, 
AL, D1, 2010090800, 03, AP11, 168, 200N,  520W,  49,  996, XX,  34, NEQ,  191,  169,  119,  178, 
AL, D1, 2010090800, 03, AP11, 174, 208N,  527W,  50,  994, XX,  34, NEQ,  183,  163,  101,  154, 
AL, D1, 2010090800, 03, AP11, 174, 208N,  527W,  50,  994, XX,  50, NEQ,   86,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11, 180, 211N,  531W,  51,  995, XX,  34, NEQ,  188,  177,  122,  185, 
AL, D1, 2010090800, 03, AP11, 180, 211N,  531W,  51,  995, XX,  50, NEQ,  117,    0,    0,    0, 
AL, D1, 2010090800, 03, AP11, 186, 219N,  539W,  54,  992, XX,  34, NEQ,  203,  197,  133,  149, 
AL, D1, 2010090800, 03, AP11, 186, 219N,  539W,  54,  992, XX,  50, NEQ,  128,    0,    0,   69, 
AL, D1, 2010090800, 03, AP11, 192, 222N,  543W,  55,  991, XX,  34, NEQ,  216,  200,  129,  149, 
AL, D1, 2010090800, 03, AP11, 192, 222N,  543W,  55,  991, XX,  50, NEQ,  135,    0,    0,  117, 
AL, D1, 2010090800, 03, AP11, 198, 227N,  545W,  52,  988, XX,  34, NEQ,  238,  158,  144,  199, 
AL, D1, 2010090800, 03, AP11, 198, 227N,  545W,  52,  988, XX,  50, NEQ,  125,   99,    0,    0, 
AL, D1, 2010090800, 03, AP11, 204, 236N,  547W,  56,  988, XX,  34, NEQ,  214,  212,  185,  182, 
AL, D1, 2010090800, 03, AP11, 204, 236N,  547W,  56,  988, XX,  50, NEQ,  124,  105,    0,   98, 
AL, D1, 2010090800, 03, AP11, 210, 241N,  552W,  55,  985, XX,  34, NEQ,  218,  174,  156,  188, 
AL, D1, 2010090800, 03, AP11, 210, 241N,  552W,  55,  985, XX,  50, NEQ,  132,  119,  102,  114, 
AL, D1, 2010090800, 03, AP11, 216, 250N,  551W,  60,  984, XX,  34, NEQ,  215,  179,  179,  184, 
AL, D1, 2010090800, 03, AP11, 216, 250N,  551W,  60,  984, XX,  50, NEQ,  117,   86,    0,  101, 
AL, D1, 2010090800, 03, AP11, 222, 256N,  561W,  58,  981, XX,  34, NEQ,  235,  225,  142,  156, 
AL, D1, 2010090800, 03, AP11, 222, 256N,  561W,  58,  981, XX,  50, NEQ,  137,  130,   68,  105, 
AL, D1, 2010090800, 03, AP11, 228, 262N,  562W,  62,  983, XX,  34, NEQ,  221,  233,  157,  187, 
AL, D1, 2010090800, 03, AP11, 228, 262N,  562W,  62,  983, XX,  50, NEQ,  135,  122,    0,  126, 
