AL, C3, 2010080600, 01, CARQ, -24, 115N,  367W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, GFDT,   6, 177N,  384W,  29, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, GFDT,  12, 188N,  397W,  36, 1011, XX,  34, NEQ,   51,    0,    0,   50, 
AL, C3, 2010080706, 03, GFDT,  18, 195N,  409W,  40, 1012, XX,  34, NEQ,   77,    0,    0,   58, 
AL, C3, 2010080706, 03, GFDT,  24, 202N,  424W,  39, 1010, XX,  34, NEQ,  101,    0,    0,   65, 
AL, C3, 2010080706, 03, GFDT,  30, 210N,  437W,  42, 1011, XX,  34, NEQ,  139,    0,    0,   81, 
AL, C3, 2010080706, 03, GFDT,  36, 214N,  451W,  37, 1010, XX,  34, NEQ,   70,    0,    0,   53, 
AL, C3, 2010080706, 03, GFDT,  42, 221N,  460W,  44, 1010, XX,  34, NEQ,   73,   39,    0,   54, 
AL, C3, 2010080706, 03, GFDT,  48, 231N,  473W,  48, 1010, XX,  34, NEQ,  119,   70,    0,   74, 
AL, C3, 2010080706, 03, GFDT,  54, 238N,  487W,  42, 1010, XX,  34, NEQ,   98,    0,    0,   76, 
AL, C3, 2010080706, 03, GFDT,  60, 243N,  499W,  38, 1010, XX,  34, NEQ,   98,    0,    0,   73, 
AL, C3, 2010080706, 03, GFDT,  66, 248N,  510W,  46, 1008, XX,  34, NEQ,   83,    0,   37,   87, 
AL, C3, 2010080706, 03, GFDT,  72, 253N,  520W,  44, 1007, XX,  34, NEQ,   77,   55,    0,   62, 
AL, C3, 2010080706, 03, GFDT,  78, 260N,  529W,  51, 1005, XX,  34, NEQ,   76,   65,   52,   60, 
AL, C3, 2010080706, 03, GFDT,  78, 260N,  529W,  51, 1005, XX,  50, NEQ,    0,    0,    0,   30, 
AL, C3, 2010080706, 03, GFDT,  84, 267N,  537W,  44, 1005, XX,  34, NEQ,   58,   55,   50,   87, 
AL, C3, 2010080706, 03, GFDT,  90, 275N,  542W,  51, 1003, XX,  34, NEQ,   66,   59,   67,   75, 
AL, C3, 2010080706, 03, GFDT,  90, 275N,  542W,  51, 1003, XX,  50, NEQ,   31,    0,    0,    0, 
AL, C3, 2010080706, 03, GFDT,  96, 282N,  550W,  59, 1000, XX,  34, NEQ,   88,   82,   78,   56, 
AL, C3, 2010080706, 03, GFDT,  96, 282N,  550W,  59, 1000, XX,  50, NEQ,   41,    0,   30,   33, 
AL, C3, 2010080706, 03, GFDT, 102, 291N,  554W,  54, 1000, XX,  34, NEQ,   93,   99,   67,   76, 
AL, C3, 2010080706, 03, GFDT, 102, 291N,  554W,  54, 1000, XX,  50, NEQ,   35,   31,   25,    0, 
AL, C3, 2010080706, 03, GFDT, 108, 298N,  558W,  54,  998, XX,  34, NEQ,   90,   94,   80,   71, 
AL, C3, 2010080706, 03, GFDT, 108, 298N,  558W,  54,  998, XX,  50, NEQ,   43,   46,   49,   33, 
AL, C3, 2010080706, 03, GFDT, 114, 304N,  559W,  63,  996, XX,  34, NEQ,  100,   89,   72,   67, 
AL, C3, 2010080706, 03, GFDT, 114, 304N,  559W,  63,  996, XX,  50, NEQ,   55,   54,   47,   39, 
AL, C3, 2010080706, 03, GFDT, 120, 312N,  558W,  64,  994, XX,  34, NEQ,  100,  105,   85,   82, 
AL, C3, 2010080706, 03, GFDT, 120, 312N,  558W,  64,  994, XX,  50, NEQ,   58,   57,   39,   43, 
AL, C3, 2010080706, 03, GFDT, 126, 320N,  556W,  70,  994, XX,  34, NEQ,   99,  108,   91,   77, 
AL, C3, 2010080706, 03, GFDT, 126, 320N,  556W,  70,  994, XX,  50, NEQ,   52,   59,   48,   41, 
AL, C3, 2010080706, 03, GFDT, 126, 320N,  556W,  70,  994, XX,  64, NEQ,   32,   36,    0,    0, 
AL, C3, 2010080706, 03, HWRF,   0, 174N,  375W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,   6, 181N,  386W,  29, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  12, 189N,  397W,  28, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  18, 196N,  410W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  24, 202N,  424W,  29, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  30, 209N,  439W,  29, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  36, 216N,  453W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  42, 223N,  465W,  28, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  48, 228N,  478W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  54, 234N,  491W,  28, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  60, 241N,  502W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  66, 244N,  512W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  72, 247N,  520W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  78, 253N,  528W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  84, 259N,  536W,  29, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  90, 263N,  540W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF,  96, 268N,  545W,  31, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF, 102, 276N,  548W,  34, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, HWRF, 108, 283N,  548W,  39, 1001, XX,  34, NEQ,   63,   55,    0,   39, 
AL, C3, 2010080706, 03, HWRF, 114, 289N,  548W,  41, 1000, XX,  34, NEQ,   61,   51,   47,   50, 
AL, C3, 2010080706, 03, HWRF, 120, 296N,  548W,  44,  994, XX,  34, NEQ,   60,   64,   57,   51, 
AL, C3, 2010080706, 03, HWRF, 126, 303N,  548W,  52,  991, XX,  34, NEQ,   71,   82,   44,   54, 
AL, C3, 2010080706, 03, HWRF, 126, 303N,  548W,  52,  991, XX,  50, NEQ,    0,    0,   27,    0, 
AL, C3, 2010080706, 03, IVCN,   0,   0N,    0W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, IVCN,  12,   0N,    0W,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, IVCN,  24,   0N,    0W,  31,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, IVCN,  36,   0N,    0W,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, IVCN,  48,   0N,    0W,  38,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, IVCN,  60,   0N,    0W,  42,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, IVCN,  72,   0N,    0W,  47,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, IVCN,  84,   0N,    0W,  51,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, IVCN,  96,   0N,    0W,  53,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, IVCN, 108,   0N,    0W,  56,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, IVCN, 120,   0N,    0W,  57,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LBAR,   0, 175N,  375W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LBAR,  12, 194N,  391W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LBAR,  24, 213N,  408W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LBAR,  36, 228N,  422W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LBAR,  48, 238N,  432W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LBAR,  60, 245N,  439W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LBAR,  72, 247N,  442W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LBAR,  84, 250N,  441W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LBAR,  96, 253N,  439W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LBAR, 108, 259N,  433W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LBAR, 120, 266N,  426W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LGEM,   0, 175N,  375W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LGEM,  12, 197N,  395W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LGEM,  24, 214N,  417W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LGEM,  36, 229N,  440W,  33,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LGEM,  48, 239N,  460W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LGEM,  60, 245N,  478W,  39,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LGEM,  72, 248N,  492W,  45,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LGEM,  84, 250N,  503W,  51,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LGEM,  96, 252N,  510W,  57,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LGEM, 108, 255N,  512W,  62,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, LGEM, 120, 259N,  509W,  65,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, NGP2,   0, 175N,  375W,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, NGPS,   0, 175N,  379W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHF5,   0,   0N,    0W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHF5,  12,   0N,    0W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHF5,  24,   0N,    0W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHF5,  36,   0N,    0W,  33,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHF5,  48,   0N,    0W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHF5,  60,   0N,    0W,  39,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHF5,  72,   0N,    0W,  42,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHF5,  84,   0N,    0W,  47,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHF5,  96,   0N,    0W,  50,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHF5, 108,   0N,    0W,  49,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHF5, 120,   0N,    0W,  50,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHFR,  12,   0N,    0W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHFR,  24,   0N,    0W,  26,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHFR,  36,   0N,    0W,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHFR,  48,   0N,    0W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHFR,  60,   0N,    0W,  33,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHFR,  72,   0N,    0W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHIP,   0, 175N,  375W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHIP,  12, 197N,  395W,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHIP,  24, 214N,  417W,  32,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHIP,  36, 229N,  440W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHIP,  48, 239N,  460W,  39,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHIP,  60, 245N,  478W,  44,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHIP,  72, 248N,  492W,  48,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHIP,  84, 250N,  503W,  50,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHIP,  96, 252N,  510W,  49,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHIP, 108, 255N,  512W,  50,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, SHIP, 120, 259N,  509W,  49,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, TVCC,   0, 175N,  375W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, TVCN,   0, 175N,  375W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP,   0, 175N,  375W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP,  12, 190N,  389W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP,  24, 205N,  405W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP,  36, 220N,  420W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP,  48, 235N,  436W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP,  60, 250N,  451W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP,  72, 265N,  467W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP,  84, 280N,  484W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP,  96, 295N,  500W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP, 108, 309N,  517W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP, 120, 324N,  534W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP, 132, 339N,  551W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP, 144, 354N,  569W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP, 156, 369N,  586W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, XTRP, 168, 384N,  605W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010080706, 03, ZGFS,   0, 179N,  381W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 01, CARQ, -24, 151N,  352W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, C3, 2010080712, 01, CARQ, -18, 160N,  360W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, C3, 2010080712, 01, CARQ, -12, 166N,  368W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 315,  11, 
AL, C3, 2010080712, 01, CARQ,  -6, 176N,  377W,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, C3, 2010080712, 01, CARQ,   0, 188N,  388W,  25, 1011, DB,  34, NEQ,    0,    0,    0,    0, 1015,  150,  60,   0,   0,   L,   0,   X, 315,  13,     INVEST, S, 
AL, C3, 2010080712, 01, CARQ,   0, 188N,  388W,  25, 1011, DB,  50, NEQ,    0,    0,    0,    0, 1015,  150,  60,   0,   0,   L,   0,   X, 315,  13,     INVEST, S, 
AL, C3, 2010080712, 01, CARQ,   0, 188N,  388W,  25, 1011, DB,  64, NEQ,    0,    0,    0,    0, 1015,  150,  60,   0,   0,   L,   0,   X, 315,  13,     INVEST, S, 
AL, C3, 2010080712, 03,  CMC,   0, 181N,  384W,  19, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,   6, 188N,  394W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  12, 192N,  407W,  23, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  18, 197N,  422W,  24, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  24, 205N,  432W,  26, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  30, 202N,  443W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  36, 205N,  456W,  22, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  42, 209N,  469W,  21, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  48, 208N,  480W,  24, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  54, 208N,  490W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  60, 208N,  503W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  66, 209N,  512W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  72, 218N,  517W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  78, 220N,  523W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  84, 222N,  531W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  90, 228N,  535W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC,  96, 237N,  536W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC, 102, 240N,  538W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC, 108, 242N,  537W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC, 114, 246N,  532W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC, 120, 250N,  530W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC, 126, 255N,  529W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC, 132, 261N,  524W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC, 138, 267N,  522W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  CMC, 144, 272N,  520W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  EMX,   0, 191N,  390W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  EMX,  12, 199N,  415W,  26, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  EMX,  24, 210N,  435W,  28, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  EMX,  36, 218N,  458W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  EMX,  48, 221N,  482W,  28, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  EMX,  60, 229N,  502W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  EMX,  72, 234N,  521W,  34, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  EMX,  84, 248N,  535W,  35, 1009, XX,  34, NEQ,   30,    0,    0,    0, 
AL, C3, 2010080712, 03,  EMX,  96, 259N,  541W,  36,  999, XX,  34, NEQ,   22,    0,    0,    0, 
AL, C3, 2010080712, 03,  EMX, 108, 273N,  538W,  43, 1003, XX,  34, NEQ,    0,    0,   41,    0, 
AL, C3, 2010080712, 03,  EMX, 120, 288N,  528W,  42,  996, XX,  34, NEQ,   48,    0,    0,   36, 
AL, C3, 2010080712, 03,  EMX, 132, 302N,  513W,  53, 1000, XX,  34, NEQ,   55,   62,   46,    0, 
AL, C3, 2010080712, 03,  EMX, 132, 302N,  513W,  53, 1000, XX,  50, NEQ,    0,   24,    0,    0, 
AL, C3, 2010080712, 03,  EMX, 144, 313N,  497W,  51, 1000, XX,  34, NEQ,   71,   85,   59,   51, 
AL, C3, 2010080712, 03,  EMX, 144, 313N,  497W,  51, 1000, XX,  50, NEQ,    0,    0,   26,    0, 
AL, C3, 2010080712, 03,  EMX, 156, 324N,  478W,  51, 1003, XX,  34, NEQ,   77,   86,   55,   55, 
AL, C3, 2010080712, 03,  EMX, 156, 324N,  478W,  51, 1003, XX,  50, NEQ,    0,    0,   28,    0, 
AL, C3, 2010080712, 03,  EMX, 168, 339N,  461W,  59,  992, XX,  34, NEQ,   65,   96,    0,   52, 
AL, C3, 2010080712, 03,  EMX, 168, 339N,  461W,  59,  992, XX,  50, NEQ,   33,    0,    0,    0, 
AL, C3, 2010080712, 03,  EMX, 180, 349N,  446W,  63,  997, XX,  34, NEQ,   89,   87,   74,   59, 
AL, C3, 2010080712, 03,  EMX, 180, 349N,  446W,  63,  997, XX,  50, NEQ,   45,    0,    0,   23, 
AL, C3, 2010080712, 03,  EMX, 192, 359N,  430W,  47,  988, XX,  34, NEQ,  104,  102,   71,   57, 
AL, C3, 2010080712, 03,  EMX, 204, 371N,  417W,  59,  992, XX,  34, NEQ,  102,   93,   70,   74, 
AL, C3, 2010080712, 03,  EMX, 204, 371N,  417W,  59,  992, XX,  50, NEQ,    0,   47,   30,    0, 
AL, C3, 2010080712, 03,  EMX, 216, 387N,  411W,  59,  994, XX,  34, NEQ,  100,  107,   71,   71, 
AL, C3, 2010080712, 03,  EMX, 216, 387N,  411W,  59,  994, XX,  50, NEQ,   41,   47,    0,    0, 
AL, C3, 2010080712, 03,  EMX, 228, 402N,  411W,  50,  991, XX,  34, NEQ,  110,   68,   71,   78, 
AL, C3, 2010080712, 03,  EMX, 228, 402N,  411W,  50,  991, XX,  50, NEQ,    0,   12,    0,    0, 
AL, C3, 2010080712, 03,  EMX, 240, 412N,  419W,  58,  996, XX,  34, NEQ,  100,   72,   53,   74, 
AL, C3, 2010080712, 03,  EMX, 240, 412N,  419W,  58,  996, XX,  50, NEQ,    0,    0,    0,   57, 
AL, C3, 2010080712, 03,  NGX,   0, 176N,  395W,  16, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  NGX,  12, 189N,  413W,  20, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  NGX,  24, 194N,  435W,  21, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  NGX,  36, 191N,  455W,  19, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  UKX,   0, 199N,  382W,  22, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  UKX,  12, 212N,  411W,  24, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  UKX,  24, 213N,  435W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  UKX,  36, 221N,  453W,  22, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  UKX,  48, 225N,  476W,  21, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  UKX,  60, 236N,  496W,  21, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03,  UKX,  72, 248N,  513W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,   0, 187N,  394W,  20, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,   6, 188N,  406W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  12, 190N,  419W,  19, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  18, 199N,  429W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  24, 207N,  446W,  21, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  30, 209N,  456W,  20, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  36, 219N,  469W,  21, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  42, 220N,  482W,  19, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  48, 226N,  493W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  54, 225N,  506W,  19, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  60, 233N,  517W,  17, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  66, 229N,  529W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  72, 230N,  541W,  15, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  78, 236N,  549W,  14, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  84, 241N,  550W,  14, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010080712, 03, AC00,  90, 251N,  555W,  14, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
